date,hub_id,rainfall_3d_mm,flood_risk_3d,salinity_risk_14d,supply_factor,delay_factor,priority_add,road_capacity_factor,freight_weather_factor
2024-06-17,HUB_SOCTRANG,97.815682,0.028843,0.285714,0.841143,1.254172,0.349486,0.777600,1.180000
2024-06-17,HUB_VINHLONG,87.751660,0.025875,0.128571,0.880302,1.191517,0.263336,0.832423,1.143638
2024-06-17,HUB_VITHANH,95.015546,0.028017,0.157143,0.859674,1.224521,0.308716,0.803544,1.168391
2024-06-18,HUB_LONGXUYEN,75.093091,0.022196,0.047571,0.919050,1.129520,0.178090,0.886670,1.097140
2024-06-18,HUB_SOCTRANG,82.494616,0.024325,0.264286,0.881155,1.190152,0.261459,0.833617,1.142614
2024-06-18,HUB_VINHLONG,73.381831,0.021638,0.118929,0.916889,1.132977,0.182844,0.883645,1.099733
2024-06-18,HUB_VITHANH,79.323153,0.023390,0.145357,0.899742,1.160412,0.220567,0.859639,1.120309
2024-06-19,HUB_LONGXUYEN,45.595131,0.013498,0.043714,0.992721,1.011646,0.016013,0.989810,1.008735
2024-06-19,HUB_SOCTRANG,51.156293,0.015085,0.242857,0.960982,1.062428,0.085839,0.945375,1.046821
2024-06-19,HUB_VINHLONG,45.548496,0.013431,0.109286,0.986943,1.020891,0.028725,0.981720,1.015668
2024-06-19,HUB_VITHANH,48.825484,0.014397,0.133571,0.976612,1.037421,0.051454,0.967256,1.028066
2024-06-20,HUB_LONGXUYEN,83.816217,0.024715,0.039857,0.898069,1.163090,0.224249,0.857296,1.122318
2024-06-20,HUB_SOCTRANG,92.436595,0.027257,0.221429,0.860299,1.223521,0.307341,0.804419,1.167641
2024-06-20,HUB_VINHLONG,82.846966,0.024429,0.099643,0.895097,1.167844,0.230786,0.853136,1.125883
2024-06-20,HUB_VITHANH,89.042242,0.026256,0.121786,0.877705,1.195673,0.269050,0.828786,1.146754
2024-06-21,HUB_LONGXUYEN,96.861515,0.029072,0.036000,0.865917,1.214532,0.294982,0.812284,1.160899
2024-06-21,HUB_SOCTRANG,106.752266,0.031478,0.200000,0.826643,1.277371,0.381385,0.757300,1.180000
2024-06-21,HUB_VINHLONG,95.956081,0.028295,0.090000,0.863379,1.218593,0.300565,0.808731,1.163945
2024-06-21,HUB_VITHANH,103.694329,0.030577,0.110000,0.842344,1.252249,0.346843,0.779282,1.180000
2024-06-22,HUB_LONGXUYEN,111.306190,0.033402,0.036000,0.830002,1.271997,0.373996,0.762003,1.180000
2024-06-22,HUB_SOCTRANG,122.342538,0.036075,0.200000,0.787890,1.339376,0.466642,0.703046,1.180000
2024-06-22,HUB_VINHLONG,108.916260,0.032116,0.090000,0.831164,1.270138,0.371439,0.763630,1.180000
2024-06-22,HUB_VITHANH,119.135438,0.035130,0.110000,0.803962,1.313661,0.431284,0.725547,1.180000
2024-06-23,HUB_LONGXUYEN,109.191639,0.032930,0.036000,0.835237,1.263621,0.362479,0.769332,1.180000
2024-06-23,HUB_SOCTRANG,120.014210,0.035389,0.200000,0.793678,1.330116,0.453909,0.711149,1.180000
2024-06-23,HUB_VINHLONG,106.887242,0.031518,0.090000,0.836208,1.262068,0.360343,0.770691,1.180000
2024-06-23,HUB_VITHANH,116.406568,0.034325,0.110000,0.810745,1.302808,0.416361,0.735043,1.180000
2024-06-24,HUB_LONGXUYEN,107.400640,0.031891,0.036000,0.839760,1.256383,0.352527,0.775665,1.180000
2024-06-24,HUB_SOCTRANG,118.102180,0.034825,0.200000,0.798430,1.322512,0.443453,0.717802,1.180000
2024-06-24,HUB_VINHLONG,104.668212,0.030864,0.090000,0.841723,1.253242,0.348208,0.778413,1.180000
2024-06-24,HUB_VITHANH,114.013326,0.033619,0.110000,0.816694,1.293290,0.403273,0.743372,1.180000
2024-06-25,HUB_LONGXUYEN,114.897304,0.034089,0.036000,0.821127,1.286196,0.393520,0.749578,1.180000
2024-06-25,HUB_SOCTRANG,126.289617,0.037239,0.200000,0.778079,1.350000,0.488227,0.689310,1.180000
2024-06-25,HUB_VINHLONG,112.759687,0.033250,0.090000,0.821610,1.285424,0.392457,0.750254,1.180000
2024-06-25,HUB_VITHANH,121.804517,0.035917,0.110000,0.797327,1.324276,0.445880,0.716258,1.180000
2024-06-26,HUB_LONGXUYEN,122.810998,0.037190,0.036000,0.801349,1.317842,0.437033,0.721888,1.180000
2024-06-26,HUB_SOCTRANG,135.334677,0.039906,0.200000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-06-26,HUB_VINHLONG,120.531785,0.035541,0.090000,0.802291,1.316334,0.434960,0.723207,1.180000
2024-06-26,HUB_VITHANH,130.677930,0.038533,0.110000,0.775270,1.350000,0.494405,0.685379,1.180000
2024-06-27,HUB_LONGXUYEN,116.916552,0.035462,0.036000,0.815999,1.294401,0.404801,0.742399,1.180000
2024-06-27,HUB_SOCTRANG,127.123779,0.037485,0.200000,0.776005,1.350000,0.492789,0.686407,1.180000
2024-06-27,HUB_VINHLONG,113.872859,0.033578,0.090000,0.818843,1.289851,0.398545,0.746381,1.180000
2024-06-27,HUB_VITHANH,123.104291,0.036300,0.110000,0.794096,1.329446,0.452988,0.711735,1.180000
2024-06-28,HUB_LONGXUYEN,115.131035,0.035008,0.036000,0.820427,1.287316,0.395060,0.748598,1.180000
2024-06-28,HUB_SOCTRANG,124.094093,0.036592,0.200000,0.783536,1.346342,0.476221,0.696950,1.180000
2024-06-28,HUB_VINHLONG,111.052656,0.032746,0.090000,0.825853,1.278634,0.383122,0.756195,1.180000
2024-06-28,HUB_VITHANH,120.299672,0.035473,0.110000,0.801068,1.318291,0.437651,0.721495,1.180000
2024-06-29,HUB_LONGXUYEN,93.082177,0.027818,0.036000,0.875331,1.199470,0.274271,0.825464,1.149603
2024-06-29,HUB_SOCTRANG,100.580612,0.029658,0.200000,0.841984,1.252825,0.347635,0.778778,1.180000
2024-06-29,HUB_VINHLONG,89.681891,0.026445,0.090000,0.878975,1.193639,0.266254,0.830565,1.145230
2024-06-29,HUB_VITHANH,97.626923,0.028787,0.110000,0.857426,1.228118,0.313662,0.800397,1.171089
2024-06-30,HUB_LONGXUYEN,97.929141,0.029321,0.036000,0.863273,1.218764,0.300800,0.808582,1.164073
2024-06-30,HUB_SOCTRANG,106.937827,0.031533,0.200000,0.826182,1.278109,0.382400,0.756655,1.180000
2024-06-30,HUB_VINHLONG,95.235018,0.028082,0.090000,0.865172,1.215725,0.296622,0.811241,1.161794
2024-06-30,HUB_VITHANH,103.914602,0.030642,0.110000,0.841797,1.253125,0.348047,0.778515,1.180000
2024-07-01,HUB_LONGXUYEN,73.214885,0.021902,0.036000,0.924724,1.120442,0.165607,0.894614,1.090331
2024-07-01,HUB_SOCTRANG,80.618075,0.023772,0.200000,0.891606,1.173431,0.238468,0.848248,1.130073
2024-07-01,HUB_VINHLONG,71.789016,0.021168,0.090000,0.923452,1.122477,0.168405,0.892833,1.091857
2024-07-01,HUB_VITHANH,77.943453,0.022983,0.110000,0.906354,1.149834,0.206021,0.868895,1.112375
2024-07-02,HUB_LONGXUYEN,76.776031,0.032765,0.036000,0.914498,1.136803,0.188104,0.880297,1.102602
2024-07-02,HUB_SOCTRANG,83.880638,0.024734,0.200000,0.883496,1.186407,0.256310,0.836894,1.139805
2024-07-02,HUB_VINHLONG,75.827569,0.022359,0.090000,0.913413,1.138539,0.190490,0.878779,1.103904
2024-07-02,HUB_VITHANH,81.133877,0.023924,0.110000,0.898423,1.162523,0.223469,0.857793,1.121892
2024-07-03,HUB_LONGXUYEN,78.853145,0.045284,0.036000,0.907668,1.147731,0.203130,0.870735,1.110798
2024-07-03,HUB_SOCTRANG,85.955745,0.025346,0.200000,0.878338,1.194660,0.267657,0.829673,1.145995
2024-07-03,HUB_VINHLONG,77.478162,0.022846,0.090000,0.909310,1.145103,0.199517,0.873035,1.108827
2024-07-03,HUB_VITHANH,82.786049,0.024411,0.110000,0.894317,1.169094,0.232504,0.852043,1.126820
2024-07-04,HUB_LONGXUYEN,98.417469,0.069486,0.036000,0.856456,1.229671,0.315797,0.799038,1.172253
2024-07-04,HUB_SOCTRANG,106.909995,0.031525,0.200000,0.826251,1.277998,0.382248,0.756751,1.180000
2024-07-04,HUB_VINHLONG,96.387382,0.028422,0.090000,0.862307,1.220308,0.302924,0.807230,1.165231
2024-07-04,HUB_VITHANH,103.716713,0.030583,0.110000,0.842289,1.252338,0.346965,0.779204,1.180000
2024-07-05,HUB_LONGXUYEN,132.624033,0.084799,0.036000,0.770696,1.350000,0.504469,0.680000,1.180000
2024-07-05,HUB_SOCTRANG,144.060336,0.042479,0.200000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-05,HUB_VINHLONG,128.711640,0.037953,0.090000,0.781958,1.348867,0.479692,0.694741,1.180000
2024-07-05,HUB_VITHANH,139.232916,0.041056,0.110000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-06,HUB_LONGXUYEN,125.392503,0.088973,0.036000,0.787789,1.339538,0.466865,0.702904,1.180000
2024-07-06,HUB_SOCTRANG,136.506539,0.040252,0.200000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-06,HUB_VINHLONG,122.399533,0.036092,0.090000,0.797648,1.323763,0.445174,0.716708,1.180000
2024-07-06,HUB_VITHANH,132.076695,0.038946,0.110000,0.771793,1.350000,0.502054,0.680511,1.180000
2024-07-07,HUB_LONGXUYEN,110.798750,0.079341,0.036000,0.824811,1.280303,0.385416,0.754735,1.180000
2024-07-07,HUB_SOCTRANG,120.561673,0.035550,0.200000,0.792317,1.332293,0.456903,0.709243,1.180000
2024-07-07,HUB_VINHLONG,108.114997,0.031880,0.090000,0.833156,1.266951,0.367057,0.766418,1.180000
2024-07-07,HUB_VITHANH,116.774057,0.034433,0.110000,0.809832,1.304269,0.418370,0.733764,1.180000
2024-07-08,HUB_LONGXUYEN,84.544585,0.071070,0.034971,0.890238,1.175619,0.241476,0.846334,1.131714
2024-07-08,HUB_SOCTRANG,92.748569,0.027349,0.194286,0.861967,1.220853,0.303673,0.806753,1.165640
2024-07-08,HUB_VINHLONG,83.317533,0.024568,0.087429,0.895027,1.167957,0.230941,0.853038,1.125968
2024-07-08,HUB_VITHANH,89.708625,0.026453,0.106857,0.877392,1.196173,0.269738,0.828348,1.147130
2024-07-09,HUB_LONGXUYEN,117.707977,0.079643,0.033943,0.808064,1.307097,0.422258,0.731290,1.180000
2024-07-09,HUB_SOCTRANG,128.895789,0.038008,0.188571,0.772629,1.350000,0.500216,0.681680,1.180000
2024-07-09,HUB_VINHLONG,115.605314,0.034089,0.084857,0.815000,1.296001,0.407001,0.741000,1.180000
2024-07-09,HUB_VITHANH,125.176317,0.036911,0.103714,0.789512,1.336781,0.463074,0.705316,1.180000
2024-07-10,HUB_LONGXUYEN,144.443035,0.091133,0.032914,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-10,HUB_SOCTRANG,158.223436,0.046656,0.182857,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-10,HUB_VINHLONG,142.272631,0.041952,0.082286,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-10,HUB_VITHANH,153.322032,0.045210,0.100571,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-11,HUB_LONGXUYEN,129.994704,0.088333,0.031886,0.776999,1.350000,0.490603,0.687798,1.180000
2024-07-11,HUB_SOCTRANG,142.083649,0.041896,0.177143,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-11,HUB_VINHLONG,127.731610,0.037664,0.079714,0.785320,1.343488,0.472296,0.699448,1.180000
2024-07-11,HUB_VITHANH,138.569160,0.040860,0.097429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-12,HUB_LONGXUYEN,128.597579,0.086454,0.030857,0.780770,1.350000,0.482307,0.693077,1.180000
2024-07-12,HUB_SOCTRANG,140.230695,0.041350,0.171429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-12,HUB_VINHLONG,126.331243,0.037252,0.077143,0.789032,1.337548,0.464129,0.704645,1.180000
2024-07-12,HUB_VITHANH,136.349994,0.040206,0.094286,0.762585,1.350000,0.522312,0.680000,1.180000
2024-07-13,HUB_LONGXUYEN,131.787811,0.084864,0.029829,0.773286,1.350000,0.498770,0.682601,1.180000
2024-07-13,HUB_SOCTRANG,144.238160,0.042532,0.165714,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-13,HUB_VINHLONG,129.085665,0.038064,0.074571,0.782417,1.348133,0.478683,0.695384,1.180000
2024-07-13,HUB_VITHANH,139.647600,0.041178,0.091143,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-14,HUB_LONGXUYEN,149.384422,0.088934,0.028800,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-14,HUB_SOCTRANG,164.029562,0.048368,0.160000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-14,HUB_VINHLONG,146.691889,0.043255,0.072000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-14,HUB_VITHANH,158.240105,0.046661,0.088000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-15,HUB_LONGXUYEN,102.231580,0.073427,0.027771,0.847321,1.244286,0.335893,0.786250,1.180000
2024-07-15,HUB_SOCTRANG,112.409919,0.033147,0.154286,0.816694,1.293290,0.403273,0.743372,1.180000
2024-07-15,HUB_VINHLONG,100.111624,0.029520,0.069429,0.854901,1.232158,0.319217,0.796862,1.174118
2024-07-15,HUB_VITHANH,108.434860,0.031974,0.084857,0.832823,1.267482,0.367788,0.765953,1.180000
2024-07-16,HUB_LONGXUYEN,119.396635,0.077759,0.026743,0.804848,1.312242,0.429333,0.726788,1.180000
2024-07-16,HUB_SOCTRANG,130.972503,0.038620,0.148571,0.771067,1.350000,0.503653,0.680000,1.180000
2024-07-16,HUB_VINHLONG,117.543863,0.034660,0.066857,0.811801,1.301118,0.414038,0.736521,1.180000
2024-07-16,HUB_VITHANH,126.655250,0.037347,0.081714,0.787815,1.339495,0.466806,0.702942,1.180000
2024-07-17,HUB_LONGXUYEN,115.843374,0.080796,0.025714,0.813202,1.298878,0.410957,0.738482,1.180000
2024-07-17,HUB_SOCTRANG,126.302663,0.037243,0.142857,0.783189,1.346898,0.476984,0.696465,1.180000
2024-07-17,HUB_VINHLONG,113.592403,0.033495,0.064286,0.821855,1.285033,0.391920,0.750596,1.180000
2024-07-17,HUB_VITHANH,122.052932,0.035990,0.078571,0.799538,1.320739,0.441016,0.719354,1.180000
2024-07-18,HUB_LONGXUYEN,164.466030,0.096288,0.024686,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-18,HUB_SOCTRANG,180.359953,0.053183,0.137143,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-18,HUB_VINHLONG,161.841446,0.047740,0.061714,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-18,HUB_VITHANH,174.365447,0.051415,0.075429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-19,HUB_LONGXUYEN,130.712695,0.090811,0.023657,0.775637,1.350000,0.493598,0.685892,1.180000
2024-07-19,HUB_SOCTRANG,143.097812,0.042196,0.131429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-19,HUB_VINHLONG,128.395709,0.037879,0.059143,0.785518,1.343171,0.471860,0.699725,1.180000
2024-07-19,HUB_VITHANH,138.812032,0.040932,0.072286,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-20,HUB_LONGXUYEN,136.975492,0.086703,0.022629,0.760996,1.350000,0.525809,0.680000,1.180000
2024-07-20,HUB_SOCTRANG,150.485052,0.044374,0.125714,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-20,HUB_VINHLONG,134.304581,0.039621,0.056571,0.771062,1.350000,0.503665,0.680000,1.180000
2024-07-20,HUB_VITHANH,145.308129,0.042847,0.069143,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-21,HUB_LONGXUYEN,143.868970,0.094350,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-21,HUB_SOCTRANG,157.904431,0.046562,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-21,HUB_VINHLONG,141.727653,0.041820,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-21,HUB_VITHANH,152.049942,0.044835,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-22,HUB_LONGXUYEN,170.451794,0.104723,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-22,HUB_SOCTRANG,187.537983,0.055300,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-22,HUB_VINHLONG,167.908600,0.049539,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-22,HUB_VITHANH,179.952253,0.053063,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-23,HUB_LONGXUYEN,157.083336,0.105462,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-23,HUB_SOCTRANG,171.732341,0.050639,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-23,HUB_VINHLONG,154.812667,0.045678,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-23,HUB_VITHANH,165.479824,0.048795,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-07-24,HUB_LONGXUYEN,111.036721,0.083229,0.021600,0.824981,1.280031,0.385042,0.754973,1.180000
2024-07-24,HUB_SOCTRANG,121.638272,0.035868,0.120000,0.796841,1.325055,0.446951,0.715577,1.180000
2024-07-24,HUB_VINHLONG,109.209316,0.032203,0.054000,0.833676,1.266119,0.365914,0.767146,1.180000
2024-07-24,HUB_VITHANH,117.677344,0.034700,0.066000,0.811546,1.301526,0.414598,0.736165,1.180000
2024-07-25,HUB_LONGXUYEN,93.400359,0.071449,0.021600,0.869741,1.208414,0.286570,0.817638,1.156311
2024-07-25,HUB_SOCTRANG,102.608723,0.030256,0.120000,0.844143,1.249372,0.342886,0.781800,1.180000
2024-07-25,HUB_VINHLONG,91.841500,0.027081,0.054000,0.876847,1.197045,0.270936,0.827586,1.147783
2024-07-25,HUB_VITHANH,99.774975,0.029421,0.066000,0.856047,1.230325,0.316697,0.798465,1.172744
2024-07-26,HUB_LONGXUYEN,115.320100,0.078110,0.021600,0.815227,1.295637,0.406501,0.741318,1.180000
2024-07-26,HUB_SOCTRANG,127.651462,0.037641,0.120000,0.781893,1.348971,0.479835,0.694651,1.180000
2024-07-26,HUB_VINHLONG,113.927611,0.033594,0.054000,0.821947,1.284885,0.391716,0.750726,1.180000
2024-07-26,HUB_VITHANH,124.037431,0.036575,0.066000,0.795737,1.326821,0.449379,0.714032,1.180000
2024-07-27,HUB_LONGXUYEN,108.640090,0.077313,0.021600,0.831668,1.269332,0.370331,0.764335,1.180000
2024-07-27,HUB_SOCTRANG,120.221024,0.035450,0.120000,0.800363,1.319419,0.439200,0.720509,1.180000
2024-07-27,HUB_VINHLONG,107.081616,0.031575,0.054000,0.838964,1.257657,0.354278,0.774550,1.180000
2024-07-27,HUB_VITHANH,115.352994,0.034014,0.066000,0.817324,1.292282,0.401887,0.744254,1.180000
2024-07-28,HUB_LONGXUYEN,105.504898,0.074980,0.021600,0.839658,1.256547,0.352753,0.775521,1.180000
2024-07-28,HUB_SOCTRANG,116.092506,0.034232,0.120000,0.810626,1.302999,0.416623,0.734876,1.180000
2024-07-28,HUB_VINHLONG,103.689377,0.030575,0.054000,0.847397,1.244165,0.335728,0.786355,1.180000
2024-07-28,HUB_VITHANH,110.953540,0.032717,0.066000,0.828260,1.274784,0.377828,0.759564,1.180000
2024-07-29,HUB_LONGXUYEN,108.730361,0.075463,0.021600,0.831706,1.269271,0.370247,0.764388,1.180000
2024-07-29,HUB_SOCTRANG,118.833478,0.035041,0.120000,0.803812,1.313900,0.431613,0.725337,1.180000
2024-07-29,HUB_VINHLONG,106.534035,0.031414,0.054000,0.840326,1.255479,0.351284,0.776456,1.180000
2024-07-29,HUB_VITHANH,113.662669,0.033516,0.066000,0.821526,1.285559,0.392643,0.750136,1.180000
2024-07-30,HUB_LONGXUYEN,116.813980,0.079044,0.021600,0.811445,1.301689,0.414822,0.736022,1.180000
2024-07-30,HUB_SOCTRANG,127.740178,0.037667,0.120000,0.781673,1.349323,0.480320,0.694342,1.180000
2024-07-30,HUB_VINHLONG,114.550081,0.033778,0.054000,0.820400,1.287360,0.395120,0.748560,1.180000
2024-07-30,HUB_VITHANH,123.364224,0.036377,0.066000,0.797410,1.324144,0.445697,0.716374,1.180000
2024-07-31,HUB_LONGXUYEN,102.859985,0.075161,0.021600,0.846098,1.246243,0.338585,0.784537,1.180000
2024-07-31,HUB_SOCTRANG,112.537872,0.033184,0.120000,0.819462,1.288861,0.397184,0.747246,1.180000
2024-07-31,HUB_VINHLONG,100.598119,0.029664,0.054000,0.855081,1.231871,0.318823,0.797113,1.173903
2024-07-31,HUB_VITHANH,108.583265,0.032018,0.066000,0.834152,1.265357,0.364866,0.767812,1.180000
2024-08-01,HUB_LONGXUYEN,92.044828,0.066643,0.021600,0.873727,1.202036,0.277800,0.823218,1.151527
2024-08-01,HUB_SOCTRANG,100.826828,0.029731,0.120000,0.848572,1.242285,0.333141,0.788001,1.180000
2024-08-01,HUB_VINHLONG,89.843492,0.026492,0.054000,0.881814,1.189098,0.260010,0.834539,1.141824
2024-08-01,HUB_VITHANH,97.521759,0.028756,0.066000,0.861648,1.221364,0.304375,0.806307,1.166023
2024-08-02,HUB_LONGXUYEN,118.488585,0.104065,0.021600,0.803848,1.313843,0.431534,0.725387,1.180000
2024-08-02,HUB_SOCTRANG,129.185575,0.038093,0.120000,0.778080,1.350000,0.488224,0.689312,1.180000
2024-08-02,HUB_VINHLONG,115.098955,0.047822,0.054000,0.817092,1.292653,0.402398,0.743929,1.180000
2024-08-02,HUB_VITHANH,125.217711,0.037831,0.066000,0.792676,1.331718,0.456113,0.709746,1.180000
2024-08-03,HUB_LONGXUYEN,150.493484,0.144362,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-03,HUB_SOCTRANG,164.293480,0.048446,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-03,HUB_VINHLONG,146.983730,0.074401,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-03,HUB_VITHANH,160.015049,0.049379,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-04,HUB_LONGXUYEN,131.543160,0.169943,0.021600,0.762714,1.350000,0.522029,0.680000,1.180000
2024-08-04,HUB_SOCTRANG,143.957544,0.042449,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-04,HUB_VINHLONG,128.678383,0.084351,0.054000,0.778784,1.350000,0.486676,0.690297,1.180000
2024-08-04,HUB_VITHANH,139.930587,0.044784,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-05,HUB_LONGXUYEN,146.275948,0.172373,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-05,HUB_SOCTRANG,160.112455,0.047213,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-05,HUB_VINHLONG,143.719848,0.085497,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-05,HUB_VITHANH,154.605898,0.049340,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-06,HUB_LONGXUYEN,143.264160,0.175751,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-06,HUB_SOCTRANG,156.909942,0.046268,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-06,HUB_VINHLONG,141.409673,0.086873,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-06,HUB_VITHANH,151.270573,0.049418,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-07,HUB_LONGXUYEN,185.974872,0.193390,0.021600,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-07,HUB_SOCTRANG,202.931473,0.059839,0.120000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-07,HUB_VINHLONG,182.805476,0.097642,0.054000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-07,HUB_VITHANH,195.645903,0.062637,0.066000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-08,HUB_LONGXUYEN,158.652352,0.190269,0.021343,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-08,HUB_SOCTRANG,172.696882,0.050923,0.118571,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-08,HUB_VINHLONG,155.500209,0.095434,0.053357,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-08,HUB_VITHANH,167.389793,0.054084,0.065214,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-09,HUB_LONGXUYEN,140.324600,0.178269,0.021086,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-09,HUB_SOCTRANG,153.237167,0.045185,0.117143,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-09,HUB_VINHLONG,137.120779,0.080206,0.052714,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-09,HUB_VITHANH,148.140665,0.046267,0.064429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-10,HUB_LONGXUYEN,142.534309,0.178390,0.020829,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-10,HUB_SOCTRANG,156.477339,0.046141,0.115714,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-10,HUB_VINHLONG,139.600258,0.082622,0.052071,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-10,HUB_VITHANH,151.889298,0.050178,0.063643,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-11,HUB_LONGXUYEN,162.168083,0.184553,0.020571,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-11,HUB_SOCTRANG,178.953768,0.052768,0.114286,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-11,HUB_VINHLONG,159.115609,0.090128,0.051429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-11,HUB_VITHANH,172.878914,0.058892,0.062857,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-12,HUB_LONGXUYEN,208.789400,0.204131,0.020314,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-12,HUB_SOCTRANG,229.107953,0.067557,0.112857,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-12,HUB_VINHLONG,204.422116,0.109919,0.050786,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-12,HUB_VITHANH,221.330927,0.074568,0.062071,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-13,HUB_LONGXUYEN,198.588011,0.203492,0.020057,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-13,HUB_SOCTRANG,218.127738,0.064320,0.111429,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-13,HUB_VINHLONG,195.074878,0.111165,0.050143,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-13,HUB_VITHANH,210.487618,0.071095,0.061286,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-14,HUB_LONGXUYEN,186.809878,0.199692,0.019800,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-14,HUB_SOCTRANG,204.300460,0.060242,0.110000,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-14,HUB_VINHLONG,182.980145,0.106106,0.049500,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-14,HUB_VITHANH,197.388310,0.067545,0.060500,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-15,HUB_LONGXUYEN,142.403705,0.182122,0.019543,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-15,HUB_SOCTRANG,156.029887,0.046009,0.108571,0.760000,1.350000,0.528000,0.680000,1.180000
2024-08-15,HUB_VINHLONG,139.393589,0.089393,0.048857,0.760000,1.350000,0.528000,0.680000,1.180000
